"sum_stat" "condition" "response" "model" "len"
"1159" "slow_mean" 50 "lower" "independent" 11130
"1160" "slow_mean" 50 "lower" "normal" 9192
"1161" "slow_mean" 50 "lower" "t" 9155
"1162" "slow_mean" 50 "upper" "independent" 10321
"1163" "slow_mean" 50 "upper" "normal" 10090
"1164" "slow_mean" 50 "upper" "t" 10513
"1165" "slow_mean" 51 "lower" "independent" 12197
"1166" "slow_mean" 51 "lower" "normal" 10342
"1167" "slow_mean" 51 "lower" "t" 10029
"1168" "slow_mean" 51 "upper" "independent" 9316
"1169" "slow_mean" 51 "upper" "normal" 10225
"1170" "slow_mean" 51 "upper" "t" 10398
"1171" "slow_mean" 52 "lower" "independent" 9493
"1172" "slow_mean" 52 "lower" "normal" 11542
"1173" "slow_mean" 52 "lower" "t" 7759
"1174" "slow_mean" 52 "upper" "independent" 10695
"1175" "slow_mean" 52 "upper" "normal" 14697
"1176" "slow_mean" 52 "upper" "t" 16934
"1177" "slow_mean" 53 "lower" "independent" 9972
"1178" "slow_mean" 53 "lower" "normal" 12713
"1179" "slow_mean" 53 "lower" "t" 8951
"1180" "slow_mean" 53 "upper" "independent" 9020
"1181" "slow_mean" 53 "upper" "normal" 9373
"1182" "slow_mean" 53 "upper" "t" 10957
"1183" "slow_mean" 54 "lower" "independent" 7942
"1184" "slow_mean" 54 "lower" "normal" 9269
"1185" "slow_mean" 54 "lower" "t" 7260
"1186" "slow_mean" 54 "upper" "independent" 9487
"1187" "slow_mean" 54 "upper" "normal" 10223
"1188" "slow_mean" 54 "upper" "t" 8162
"1189" "slow_mean" 55 "lower" "independent" 650
"1190" "slow_mean" 55 "lower" "normal" 668
"1191" "slow_mean" 55 "lower" "t" 594
"1192" "slow_mean" 55 "upper" "independent" 626
"1193" "slow_mean" 55 "upper" "normal" 696
"1194" "slow_mean" 55 "upper" "t" 626
"1195" "slow_mean" 56 "lower" "independent" 601
"1196" "slow_mean" 56 "lower" "normal" 633
"1197" "slow_mean" 56 "lower" "t" 610
"1198" "slow_mean" 56 "upper" "independent" 809
"1199" "slow_mean" 56 "upper" "normal" 670
"1200" "slow_mean" 56 "upper" "t" 573
"1201" "slow_mean" 57 "lower" "independent" 662
"1202" "slow_mean" 57 "lower" "normal" 531
"1203" "slow_mean" 57 "lower" "t" 609
"1204" "slow_mean" 57 "upper" "independent" 648
"1205" "slow_mean" 57 "upper" "normal" 662
"1206" "slow_mean" 57 "upper" "t" 573
"1207" "slow_mean" 58 "lower" "independent" 609
"1208" "slow_mean" 58 "lower" "normal" 471
"1209" "slow_mean" 58 "lower" "t" 483
"1210" "slow_mean" 58 "upper" "independent" 542
"1211" "slow_mean" 58 "upper" "normal" 635
"1212" "slow_mean" 58 "upper" "t" 662
"1213" "slow_mean" 59 "lower" "independent" 496
"1214" "slow_mean" 59 "lower" "normal" 515
"1215" "slow_mean" 59 "lower" "t" 443
"1216" "slow_mean" 59 "upper" "independent" 677
"1217" "slow_mean" 59 "upper" "normal" 509
"1218" "slow_mean" 59 "upper" "t" 491
"1219" "slow_mean" 60 "lower" "independent" 421
"1220" "slow_mean" 60 "lower" "normal" 362
"1221" "slow_mean" 60 "lower" "t" 476
"1222" "slow_mean" 60 "upper" "independent" 553
"1223" "slow_mean" 60 "upper" "normal" 473
"1224" "slow_mean" 60 "upper" "t" 562
"1225" "slow_mean" 61 "lower" "independent" 11066
"1226" "slow_mean" 61 "lower" "normal" 9886
"1227" "slow_mean" 61 "lower" "t" 9909
"1228" "slow_mean" 61 "upper" "independent" 10002
"1229" "slow_mean" 61 "upper" "normal" 10872
"1230" "slow_mean" 61 "upper" "t" 12582
"1231" "slow_mean" 62 "lower" "independent" 11130
"1232" "slow_mean" 62 "lower" "normal" 11050
"1233" "slow_mean" 62 "lower" "t" 9907
"1234" "slow_mean" 62 "upper" "independent" 10321
"1235" "slow_mean" 62 "upper" "normal" 11436
"1236" "slow_mean" 62 "upper" "t" 8592
"1237" "slow_mean" 63 "lower" "independent" 12197
"1238" "slow_mean" 63 "lower" "normal" 17534
"1239" "slow_mean" 63 "lower" "t" 10197
"1240" "slow_mean" 63 "upper" "independent" 9316
"1241" "slow_mean" 63 "upper" "normal" 10022
"1242" "slow_mean" 63 "upper" "t" 9588
"1243" "slow_mean" 64 "lower" "independent" 9493
"1244" "slow_mean" 64 "lower" "normal" 8853
"1245" "slow_mean" 64 "lower" "t" 8549
"1246" "slow_mean" 64 "upper" "independent" 10695
"1247" "slow_mean" 64 "upper" "normal" 9905
"1248" "slow_mean" 64 "upper" "t" 9963
"1249" "slow_mean" 65 "lower" "independent" 9972
"1250" "slow_mean" 65 "lower" "normal" 14257
"1251" "slow_mean" 65 "lower" "t" 8321
"1252" "slow_mean" 65 "upper" "independent" 9020
"1253" "slow_mean" 65 "upper" "normal" 9511
"1254" "slow_mean" 65 "upper" "t" 8955
"1255" "slow_mean" 66 "lower" "independent" 7942
"1256" "slow_mean" 66 "lower" "normal" 8307
"1257" "slow_mean" 66 "lower" "t" 11470
"1258" "slow_mean" 66 "upper" "independent" 9487
"1259" "slow_mean" 66 "upper" "normal" 8483
"1260" "slow_mean" 66 "upper" "t" 10159
"1261" "slow_mean" 67 "lower" "independent" 650
"1262" "slow_mean" 67 "lower" "normal" 689
"1263" "slow_mean" 67 "lower" "t" 609
"1264" "slow_mean" 67 "upper" "independent" 626
"1265" "slow_mean" 67 "upper" "normal" 624
"1266" "slow_mean" 67 "upper" "t" 522
"1267" "slow_mean" 68 "lower" "independent" 601
"1268" "slow_mean" 68 "lower" "normal" 708
"1269" "slow_mean" 68 "lower" "t" 504
"1270" "slow_mean" 68 "upper" "independent" 809
"1271" "slow_mean" 68 "upper" "normal" 588
"1272" "slow_mean" 68 "upper" "t" 555
"1273" "slow_mean" 69 "lower" "independent" 662
"1274" "slow_mean" 69 "lower" "normal" 705
"1275" "slow_mean" 69 "lower" "t" 473
"1276" "slow_mean" 69 "upper" "independent" 648
"1277" "slow_mean" 69 "upper" "normal" 604
"1278" "slow_mean" 69 "upper" "t" 635
"1279" "slow_mean" 70 "lower" "independent" 609
"1280" "slow_mean" 70 "lower" "normal" 667
"1281" "slow_mean" 70 "lower" "t" 630
"1282" "slow_mean" 70 "upper" "independent" 542
"1283" "slow_mean" 70 "upper" "normal" 510
"1284" "slow_mean" 70 "upper" "t" 662
"1285" "slow_mean" 71 "lower" "independent" 496
"1286" "slow_mean" 71 "lower" "normal" 445
"1287" "slow_mean" 71 "lower" "t" 568
"1288" "slow_mean" 71 "upper" "independent" 677
"1289" "slow_mean" 71 "upper" "normal" 566
"1290" "slow_mean" 71 "upper" "t" 525
"1291" "slow_mean" 72 "lower" "independent" 421
"1292" "slow_mean" 72 "lower" "normal" 349
"1293" "slow_mean" 72 "lower" "t" 420
"1294" "slow_mean" 72 "upper" "independent" 553
"1295" "slow_mean" 72 "upper" "normal" 630
"1296" "slow_mean" 72 "upper" "t" 483
